brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Mercedes,GLA,2022,35885,Hybrid,Automatic,Third Owner,3107,242,5,3948298
BMW,X5,2018,216547,Diesel,Automatic,Third Owner,1395,245,7,3159637
Mercedes,C200,2019,116808,Hybrid,Manual,Third Owner,1517,118,4,3236501
Hyundai,Elantra,2011,149301,Hybrid,Automatic,First Owner,2423,227,5,1664637
Hyundai,Tucson,2010,232270,Hybrid,Manual,Second Owner,3092,169,4,903481
Ford,Kuga,2015,208400,Petrol,Manual,Third Owner,2449,339,7,1456876
Ford,Focus,2024,142637,Petrol,Automatic,Third Owner,1943,341,4,2453225
Mercedes,C200,2011,183361,Petrol,Manual,Third Owner,1622,346,7,2788147
Hyundai,Elantra,2016,17822,Diesel,Automatic,Second Owner,3137,285,5,1997510
Hyundai,Sonata,2012,194149,Diesel,Manual,First Owner,2029,354,7,1325335
Mercedes,C200,2010,20524,Diesel,Manual,First Owner,2969,152,4,2910395
Hyundai,Elantra,2021,107498,Hybrid,Manual,First Owner,2435,106,4,1847264
Mercedes,C200,2020,37367,Hybrid,Manual,First Owner,2816,142,7,3466826
Mercedes,E200,2008,171921,Petrol,Automatic,Third Owner,1420,391,7,2891634
Hyundai,Elantra,2022,83334,Petrol,Automatic,First Owner,1288,244,5,1877768
Toyota,Camry,2016,34579,Hybrid,Automatic,Second Owner,3396,156,7,1991880
Volkswagen,Polo,2017,63886,Hybrid,Manual,First Owner,3997,378,7,2809084
Ford,Mondeo,2015,232897,Hybrid,Automatic,Third Owner,2771,285,4,1864007
Volkswagen,Passat,2016,225810,Hybrid,Automatic,Second Owner,3622,330,5,2399253
Hyundai,Tucson,2016,98496,Petrol,Manual,First Owner,3920,318,4,2214205
Kia,Sportage,2015,159949,Diesel,Automatic,First Owner,3902,319,7,2162648
Kia,Cerato,2020,164023,Hybrid,Automatic,First Owner,3464,125,7,1939310
Ford,Kuga,2011,155896,Petrol,Manual,First Owner,2477,367,7,1587817
Volkswagen,Tiguan,2021,218721,Diesel,Manual,Second Owner,3650,295,5,1893928
Kia,Cerato,2009,109514,Hybrid,Automatic,Third Owner,1105,180,7,1211166
BMW,320,2018,30900,Diesel,Automatic,First Owner,3986,303,5,3942253
Mercedes,GLA,2019,97373,Petrol,Automatic,Second Owner,1195,236,5,3047648
Volkswagen,Tiguan,2016,206486,Petrol,Manual,Third Owner,3241,234,7,1636329
Hyundai,Sonata,2013,226438,Diesel,Manual,Second Owner,2440,385,7,1455931
Volkswagen,Passat,2018,222234,Diesel,Manual,Third Owner,1370,397,5,1683705
Mercedes,GLA,2023,172634,Petrol,Automatic,First Owner,2084,318,5,3654825
Mercedes,E200,2019,202858,Petrol,Manual,Second Owner,1065,127,4,2482698
Kia,Sportage,2024,188560,Hybrid,Automatic,Third Owner,3204,161,5,2293984
Kia,Cerato,2010,57066,Petrol,Manual,Third Owner,3449,277,5,1524482
BMW,X3,2018,144677,Diesel,Automatic,First Owner,2577,123,7,3135390
Ford,Mondeo,2010,89891,Petrol,Automatic,First Owner,2007,350,4,1494371
Volkswagen,Polo,2008,134628,Petrol,Manual,First Owner,1925,295,7,1175950
Ford,Focus,2012,8255,Diesel,Manual,First Owner,3507,317,5,2192879
Hyundai,Tucson,2014,113088,Petrol,Automatic,Third Owner,3357,268,7,1697324
Mercedes,GLA,2019,215613,Diesel,Automatic,Second Owner,2493,190,5,2966062
Kia,Sportage,2010,186717,Petrol,Automatic,Third Owner,2011,345,7,1567802
BMW,320,2024,190690,Diesel,Automatic,First Owner,3474,186,7,3531657
Mercedes,GLA,2015,126972,Diesel,Manual,Second Owner,3534,294,5,3313750
Kia,Sportage,2010,49916,Petrol,Automatic,Third Owner,3663,99,5,1470496
Hyundai,Tucson,2012,21718,Hybrid,Automatic,First Owner,3944,211,7,2270872
Mercedes,GLA,2008,192069,Hybrid,Automatic,Second Owner,3884,138,5,3109916
BMW,X3,2022,86218,Hybrid,Automatic,Second Owner,1952,361,7,4184336
Hyundai,Elantra,2018,231160,Petrol,Manual,Third Owner,2467,370,4,1696541
Ford,Focus,2010,143876,Diesel,Manual,Third Owner,1797,197,7,1075184
Ford,Focus,2013,12729,Hybrid,Automatic,Third Owner,1489,239,4,2230374
Toyota,Camry,2020,216003,Diesel,Automatic,Third Owner,2943,140,5,1539548
BMW,320,2017,98102,Petrol,Automatic,Second Owner,3046,116,4,2954516
Mercedes,E200,2014,64412,Diesel,Manual,Second Owner,2850,118,7,2959738
Mercedes,C200,2009,151047,Petrol,Automatic,First Owner,1690,70,7,2258348
Toyota,Corolla,2018,105860,Diesel,Manual,Third Owner,3307,261,4,1510929
BMW,320,2023,52654,Hybrid,Manual,Second Owner,1397,149,7,3553855
Mercedes,GLA,2013,238684,Diesel,Manual,Third Owner,1609,297,4,2576182
Kia,Rio,2011,216603,Diesel,Automatic,First Owner,2429,162,7,1072564
Kia,Rio,2011,135456,Petrol,Manual,Third Owner,2381,302,7,1441035
Kia,Sportage,2022,35508,Hybrid,Manual,Second Owner,2008,257,4,2301258
BMW,X5,2014,213156,Diesel,Manual,Second Owner,1240,315,7,2853605
Volkswagen,Tiguan,2011,227238,Hybrid,Manual,Third Owner,3682,234,7,1467501
Kia,Cerato,2024,108333,Hybrid,Manual,Second Owner,2312,139,5,2054599
Ford,Focus,2017,169191,Diesel,Automatic,Second Owner,2544,112,5,1334285
Toyota,Camry,2011,89283,Hybrid,Automatic,Third Owner,2592,226,5,1936055
Ford,Mondeo,2009,143294,Petrol,Manual,First Owner,2257,370,7,1519267
Kia,Cerato,2013,173016,Diesel,Manual,Third Owner,1114,94,5,565752
Hyundai,Elantra,2019,145971,Petrol,Automatic,Third Owner,3082,338,4,2328255
Kia,Sportage,2009,243724,Petrol,Manual,Second Owner,1760,183,7,603657
Mercedes,C200,2014,134833,Petrol,Manual,First Owner,2562,175,7,2873342
Toyota,Camry,2008,242081,Petrol,Automatic,First Owner,2597,186,5,1025481
Ford,Mondeo,2009,45875,Petrol,Manual,Third Owner,3738,202,5,1699677
Volkswagen,Tiguan,2017,58707,Hybrid,Automatic,Second Owner,3827,75,5,1960616
Ford,Mondeo,2020,77898,Petrol,Automatic,Second Owner,3458,75,7,1698006
Volkswagen,Polo,2009,187452,Diesel,Manual,Third Owner,3824,184,4,1105783
Volkswagen,Passat,2011,46660,Diesel,Manual,First Owner,3199,237,4,1483553
Volkswagen,Polo,2020,79660,Hybrid,Automatic,Second Owner,3335,203,4,2468421
Ford,Focus,2020,220712,Petrol,Manual,Third Owner,3039,172,4,1201979
Kia,Rio,2023,130519,Petrol,Manual,First Owner,1155,268,4,1574159
Toyota,RAV4,2010,68373,Diesel,Automatic,Second Owner,1584,296,7,1380683
Ford,Focus,2024,206009,Petrol,Manual,Third Owner,2302,92,7,1505828
Toyota,Corolla,2018,230309,Diesel,Manual,Second Owner,2892,172,7,1559774
Toyota,Camry,2020,45133,Diesel,Manual,First Owner,1753,391,4,2134516
Mercedes,GLA,2022,11634,Diesel,Manual,First Owner,3464,340,5,3921008
Kia,Rio,2012,148425,Diesel,Manual,First Owner,3804,103,5,1141757
Kia,Cerato,2008,167158,Hybrid,Manual,Third Owner,2317,259,4,1535015
BMW,320,2015,6547,Diesel,Manual,Third Owner,1239,268,7,2953653
Toyota,Corolla,2009,152754,Hybrid,Manual,First Owner,3657,313,7,1811297
Volkswagen,Polo,2017,184728,Hybrid,Automatic,Second Owner,1973,321,7,2225273
Mercedes,E200,2022,130600,Petrol,Automatic,Third Owner,2475,184,4,3445214
Mercedes,GLA,2013,106830,Diesel,Manual,Second Owner,1085,291,5,2855027
BMW,320,2022,112576,Hybrid,Manual,Second Owner,1512,390,5,4026804
BMW,X5,2021,236636,Diesel,Automatic,Third Owner,2852,297,5,3041543
Hyundai,Sonata,2018,90461,Hybrid,Automatic,First Owner,3962,341,4,2767559
BMW,320,2014,153999,Petrol,Automatic,Second Owner,3245,279,5,3178140
Volkswagen,Polo,2014,107977,Petrol,Automatic,First Owner,3223,301,5,1645401
Ford,Kuga,2021,18339,Petrol,Manual,Second Owner,3259,150,7,1953852
Hyundai,Tucson,2021,52268,Diesel,Manual,Third Owner,1845,267,7,2095762
Volkswagen,Passat,2016,200552,Hybrid,Manual,Third Owner,2646,364,4,1985178
BMW,X5,2018,127835,Petrol,Manual,Second Owner,2295,382,7,3586511
Kia,Cerato,2009,182258,Petrol,Manual,First Owner,1087,74,4,675375
Mercedes,C200,2018,249203,Diesel,Manual,Third Owner,1616,179,5,2788731
Ford,Focus,2019,168376,Diesel,Automatic,Second Owner,2386,159,5,1814642
Mercedes,C200,2013,241143,Petrol,Manual,Second Owner,1485,342,7,2856783
Hyundai,Elantra,2023,188464,Diesel,Manual,First Owner,3719,145,5,1704737
Toyota,Corolla,2012,235747,Diesel,Automatic,Second Owner,2953,157,4,923661
Kia,Cerato,2019,249040,Diesel,Manual,Second Owner,1081,321,7,1379660
Kia,Sportage,2018,27284,Diesel,Manual,First Owner,1552,389,5,1924245
Volkswagen,Polo,2012,34090,Hybrid,Manual,Third Owner,2313,219,7,2051911
Ford,Focus,2019,163023,Diesel,Manual,Third Owner,3417,283,4,1817621
Mercedes,E200,2014,139590,Diesel,Manual,Second Owner,2304,155,4,2672400
Volkswagen,Passat,2017,73973,Diesel,Automatic,Second Owner,1165,209,7,1682026
Ford,Kuga,2022,177860,Petrol,Automatic,Third Owner,1128,136,7,1460020
Toyota,RAV4,2008,84353,Diesel,Manual,Second Owner,2556,268,4,1538951
Volkswagen,Tiguan,2016,187676,Diesel,Automatic,Second Owner,3099,287,5,1713600
Volkswagen,Polo,2012,95764,Hybrid,Automatic,Third Owner,1790,320,5,2006163
Mercedes,C200,2022,245851,Hybrid,Manual,Third Owner,2305,330,4,3467677
Toyota,Corolla,2011,68690,Petrol,Manual,Second Owner,1266,148,7,774516
Ford,Focus,2010,231411,Petrol,Manual,Third Owner,1055,244,7,713662
Toyota,Corolla,2022,170413,Diesel,Manual,Third Owner,1499,98,7,1223468
BMW,320,2010,53647,Petrol,Manual,First Owner,2773,189,4,2716760
Toyota,RAV4,2010,106423,Diesel,Manual,Second Owner,1808,323,7,1261990
Volkswagen,Passat,2023,80514,Hybrid,Manual,Second Owner,1757,329,4,2164074
Toyota,Corolla,2014,74012,Petrol,Manual,Third Owner,1507,108,4,1035560
BMW,X5,2015,47578,Diesel,Automatic,Third Owner,2688,329,7,3354835
Mercedes,C200,2021,70784,Diesel,Manual,Third Owner,1028,198,5,3171640
Ford,Focus,2010,21153,Petrol,Automatic,Second Owner,1247,387,5,1824609
Toyota,RAV4,2022,8145,Hybrid,Manual,Second Owner,3409,255,7,2313927
Volkswagen,Tiguan,2010,154212,Diesel,Automatic,Second Owner,2466,315,5,1502594
Hyundai,Sonata,2023,87175,Hybrid,Manual,First Owner,3405,157,4,2066076
Volkswagen,Polo,2021,126882,Diesel,Automatic,Second Owner,2899,307,5,2246462
BMW,320,2020,114994,Petrol,Manual,Second Owner,2562,393,4,3837879
Hyundai,Sonata,2008,118870,Hybrid,Manual,First Owner,3428,164,4,1105184
Toyota,Corolla,2020,128807,Petrol,Automatic,Second Owner,1810,81,5,1433639
Hyundai,Elantra,2017,222521,Hybrid,Automatic,First Owner,1778,319,7,1945138
Volkswagen,Polo,2021,119060,Petrol,Automatic,Third Owner,1244,250,4,1924181
Toyota,Camry,2023,164335,Diesel,Manual,First Owner,3124,323,4,2129409
Hyundai,Sonata,2008,85742,Hybrid,Manual,Second Owner,3582,229,7,1525520
Kia,Sportage,2011,162054,Petrol,Automatic,Second Owner,3968,261,7,1625733
Ford,Focus,2019,153197,Diesel,Manual,First Owner,2831,259,5,1596352
BMW,320,2018,185428,Petrol,Automatic,Third Owner,2950,213,7,3365545
Mercedes,GLA,2018,188062,Petrol,Manual,Second Owner,3591,363,4,3473222
Volkswagen,Tiguan,2015,218207,Petrol,Automatic,Third Owner,2924,79,5,1434864
Kia,Rio,2020,201658,Petrol,Automatic,First Owner,3167,321,5,2065134
Kia,Cerato,2016,22544,Diesel,Automatic,First Owner,2131,143,5,1525800
Ford,Focus,2023,69640,Petrol,Manual,Second Owner,2458,387,5,2119862
Kia,Rio,2016,88895,Diesel,Automatic,Third Owner,3196,172,7,1461139
BMW,X3,2011,82494,Hybrid,Manual,Third Owner,1798,338,7,3062091
Mercedes,C200,2020,115884,Hybrid,Manual,Second Owner,2069,174,4,3353650
Mercedes,C200,2008,175822,Hybrid,Automatic,First Owner,2509,308,4,3271014
Hyundai,Tucson,2020,150559,Petrol,Automatic,Second Owner,1441,210,5,1402853
Mercedes,C200,2022,79648,Petrol,Manual,Second Owner,1069,133,4,3067809
Ford,Mondeo,2023,101684,Petrol,Automatic,Third Owner,2536,351,4,2332072
Volkswagen,Polo,2018,108687,Petrol,Automatic,Third Owner,1141,399,5,2073294
Mercedes,GLA,2009,236541,Hybrid,Manual,Third Owner,3937,137,5,2951801
Toyota,Corolla,2012,44733,Petrol,Manual,Third Owner,1962,117,5,1231859
Mercedes,E200,2010,113171,Diesel,Manual,Second Owner,2640,349,4,3001878
Kia,Sportage,2020,187081,Petrol,Manual,First Owner,2837,151,4,1295209
Ford,Mondeo,2015,67721,Petrol,Manual,First Owner,3633,185,5,1299235
Toyota,Corolla,2015,203843,Petrol,Manual,First Owner,3050,233,5,1274441
Hyundai,Tucson,2020,10047,Hybrid,Automatic,Second Owner,1096,282,7,2317636
Toyota,Corolla,2014,159578,Petrol,Manual,First Owner,3386,321,4,1543167
Mercedes,GLA,2010,157458,Diesel,Manual,Second Owner,1871,147,7,2313545
Toyota,RAV4,2017,74637,Hybrid,Automatic,Third Owner,2590,151,4,1978253
Ford,Kuga,2016,92683,Petrol,Automatic,Second Owner,2608,131,7,1499605
Mercedes,E200,2008,121796,Hybrid,Automatic,First Owner,1757,127,4,2639957
Hyundai,Elantra,2014,57466,Hybrid,Automatic,Third Owner,3761,179,7,2122016
Ford,Mondeo,2019,126577,Petrol,Manual,Third Owner,2033,181,7,1520587
Toyota,Camry,2008,61734,Petrol,Automatic,First Owner,3046,268,7,1439872
Mercedes,E200,2020,162761,Petrol,Automatic,Second Owner,3297,375,5,4018167
Ford,Kuga,2015,25361,Hybrid,Manual,First Owner,1127,387,4,2121039
Ford,Focus,2016,248835,Petrol,Automatic,Second Owner,2562,360,4,1789457
Toyota,Corolla,2019,61441,Hybrid,Manual,Second Owner,2527,108,5,1882400
Hyundai,Tucson,2008,82979,Petrol,Manual,Second Owner,1580,204,5,1016024
Ford,Focus,2011,246016,Hybrid,Manual,Second Owner,1715,77,4,950688
Toyota,RAV4,2015,124339,Hybrid,Automatic,Second Owner,1092,358,5,2103190
Toyota,RAV4,2012,61485,Petrol,Automatic,Third Owner,2545,85,4,1179414
Hyundai,Sonata,2022,113114,Petrol,Manual,Third Owner,1180,102,5,1359997
Volkswagen,Polo,2023,58136,Diesel,Manual,Third Owner,2113,166,4,1594119
Volkswagen,Polo,2008,175441,Petrol,Automatic,Third Owner,3879,320,4,1647251
Volkswagen,Tiguan,2009,80108,Diesel,Manual,Third Owner,2504,303,5,1417899
Kia,Rio,2019,177648,Diesel,Manual,Second Owner,3618,247,5,1723686
BMW,X3,2020,102546,Diesel,Automatic,Second Owner,1604,323,7,3523727
Kia,Sportage,2019,118170,Petrol,Automatic,First Owner,2363,253,7,1618332
Hyundai,Sonata,2013,238240,Petrol,Automatic,Third Owner,3560,144,7,1185211
Mercedes,GLA,2013,228110,Hybrid,Manual,First Owner,3839,272,4,3263556
Ford,Mondeo,2011,136434,Hybrid,Manual,Third Owner,1425,364,4,1724860
Mercedes,GLA,2013,198910,Petrol,Automatic,Second Owner,1478,236,7,2609728
Ford,Mondeo,2020,142133,Hybrid,Automatic,First Owner,3363,249,7,2532540
Hyundai,Tucson,2011,64195,Hybrid,Automatic,First Owner,3842,166,7,1782983
Toyota,RAV4,2011,134814,Petrol,Manual,Third Owner,2255,193,5,1246540
Mercedes,C200,2011,218514,Petrol,Manual,First Owner,1127,221,4,2398601
BMW,320,2010,22569,Diesel,Automatic,First Owner,2728,253,7,3099627
Hyundai,Elantra,2017,94959,Diesel,Automatic,First Owner,2244,289,7,2185478
Kia,Sportage,2009,183026,Diesel,Manual,Second Owner,2309,249,4,873752
Mercedes,GLA,2023,230751,Diesel,Manual,Second Owner,3820,370,7,3824371
Mercedes,GLA,2023,12163,Diesel,Manual,Second Owner,1355,313,5,3761511
Kia,Rio,2010,69327,Hybrid,Manual,Second Owner,2555,242,4,1549002
Kia,Sportage,2009,89639,Diesel,Automatic,First Owner,3513,280,4,1906541
Toyota,RAV4,2012,160563,Hybrid,Manual,Third Owner,2820,105,7,1226867
BMW,X5,2016,187748,Hybrid,Automatic,Third Owner,3677,94,5,3254358
Kia,Rio,2024,133738,Petrol,Automatic,Second Owner,1666,90,5,1646472
Kia,Sportage,2021,33750,Hybrid,Manual,First Owner,1815,316,5,2324603
BMW,320,2020,208355,Hybrid,Manual,Second Owner,1179,224,4,3241761
BMW,X5,2023,64960,Hybrid,Automatic,Third Owner,1475,121,4,3662853
BMW,320,2008,119844,Diesel,Automatic,Third Owner,2761,80,7,2212182
Kia,Cerato,2019,171417,Hybrid,Manual,Second Owner,2940,87,5,1761317
Hyundai,Tucson,2021,22547,Petrol,Manual,Second Owner,3722,253,5,1946332
Hyundai,Tucson,2015,242664,Petrol,Manual,First Owner,1663,114,7,954003
BMW,X3,2014,121942,Hybrid,Automatic,Third Owner,2077,314,4,3721671
Ford,Kuga,2013,157599,Diesel,Manual,Third Owner,1162,188,4,815457
BMW,X5,2012,200727,Hybrid,Automatic,First Owner,2523,100,7,2765373
Ford,Focus,2011,142511,Hybrid,Automatic,Third Owner,3173,74,5,1260072
Ford,Focus,2018,246364,Petrol,Automatic,First Owner,1772,313,5,1623333
Hyundai,Elantra,2011,50198,Diesel,Manual,First Owner,3732,135,7,1300698
BMW,320,2023,139580,Petrol,Manual,First Owner,3567,281,7,3725339
Mercedes,C200,2016,111533,Petrol,Automatic,First Owner,2312,272,4,3500280
BMW,X3,2019,107439,Diesel,Manual,Third Owner,1521,315,7,3460124
Ford,Kuga,2021,174355,Hybrid,Manual,First Owner,3453,336,5,2274914
Hyundai,Elantra,2021,162239,Petrol,Automatic,First Owner,3300,113,7,1671638
Ford,Focus,2009,101867,Diesel,Automatic,Second Owner,2902,244,5,1239050
Ford,Kuga,2018,245996,Diesel,Automatic,Third Owner,2997,267,7,1604177
Kia,Cerato,2012,128031,Diesel,Manual,Third Owner,3005,245,7,1551915
Kia,Cerato,2010,70953,Hybrid,Automatic,Second Owner,2183,374,7,2362881
BMW,X5,2018,242821,Petrol,Manual,Second Owner,2254,168,5,2487305
Kia,Cerato,2021,78012,Diesel,Automatic,Third Owner,3699,166,7,1974956
Ford,Focus,2017,54798,Hybrid,Automatic,Third Owner,3223,353,5,2602393
BMW,X5,2024,50459,Petrol,Automatic,Third Owner,2011,175,7,3580256
Ford,Kuga,2018,52992,Hybrid,Automatic,Second Owner,2006,270,5,2148475
Volkswagen,Polo,2022,145878,Diesel,Manual,Second Owner,3482,106,5,1659153
Toyota,Camry,2020,5856,Petrol,Manual,Second Owner,3027,302,7,2126262
Kia,Sportage,2024,153754,Diesel,Manual,Second Owner,1208,288,7,1791524
Hyundai,Tucson,2011,129877,Diesel,Automatic,Second Owner,1489,141,4,1148038
Toyota,Camry,2009,15756,Petrol,Automatic,First Owner,3246,344,5,1966351
BMW,320,2021,58711,Petrol,Manual,First Owner,1456,242,7,3190520
Volkswagen,Polo,2017,117670,Petrol,Manual,First Owner,3532,379,7,2075518
Ford,Mondeo,2019,225402,Petrol,Manual,First Owner,3267,369,5,1898491
Ford,Focus,2013,216212,Diesel,Manual,Third Owner,3524,78,4,885674
Toyota,RAV4,2016,217218,Diesel,Manual,First Owner,2008,278,4,1322944
BMW,X5,2013,238802,Petrol,Manual,Second Owner,1439,71,4,2305543
Volkswagen,Polo,2021,156948,Hybrid,Automatic,Second Owner,1874,188,4,2071341
Ford,Focus,2021,191757,Diesel,Automatic,First Owner,2574,384,5,2168263
Toyota,RAV4,2016,58773,Hybrid,Automatic,Second Owner,3146,245,5,2371397
Toyota,Camry,2024,166385,Diesel,Automatic,Third Owner,1841,260,4,1943307
Volkswagen,Passat,2020,49140,Diesel,Manual,First Owner,2287,250,5,2045738
Mercedes,C200,2017,240523,Petrol,Automatic,Third Owner,2923,82,7,2767850
Kia,Rio,2010,123553,Hybrid,Manual,Second Owner,3341,246,5,1652948
Hyundai,Elantra,2023,119371,Hybrid,Automatic,Second Owner,1366,293,5,2415815
Mercedes,C200,2016,101100,Diesel,Automatic,First Owner,1690,182,7,2770668
Volkswagen,Tiguan,2024,217373,Petrol,Manual,Second Owner,2493,94,4,1205188
Toyota,RAV4,2013,29216,Hybrid,Manual,Second Owner,1324,338,5,1756079
Hyundai,Elantra,2017,42128,Diesel,Automatic,First Owner,1938,279,5,1975385
BMW,X3,2010,65769,Petrol,Manual,Third Owner,3681,160,5,3080489
Kia,Sportage,2021,239598,Petrol,Manual,First Owner,1800,378,7,2120499
Toyota,Corolla,2011,75528,Petrol,Manual,Second Owner,3266,258,7,1629551
BMW,320,2013,69394,Petrol,Automatic,First Owner,2115,332,4,3433588
Kia,Cerato,2009,108233,Petrol,Manual,First Owner,2921,149,4,774025
BMW,X3,2019,155435,Diesel,Automatic,First Owner,2863,159,7,3084678
Toyota,RAV4,2015,47490,Hybrid,Manual,First Owner,2545,139,4,1566102
Mercedes,E200,2024,214410,Diesel,Automatic,Third Owner,3217,276,7,3550602
Hyundai,Tucson,2024,97782,Hybrid,Automatic,Second Owner,3144,278,4,2645814
Kia,Sportage,2012,215983,Petrol,Manual,First Owner,3456,258,5,1260620
Toyota,RAV4,2021,105289,Diesel,Automatic,Second Owner,1097,231,5,1484577
BMW,320,2014,119173,Hybrid,Manual,Second Owner,3418,141,7,3239040
Ford,Mondeo,2020,69092,Petrol,Manual,First Owner,2798,199,5,1618104
Hyundai,Sonata,2022,102404,Petrol,Automatic,First Owner,2703,96,4,1776529
BMW,X3,2011,82442,Diesel,Manual,Second Owner,2905,267,7,3299478
Ford,Mondeo,2010,161824,Diesel,Automatic,Third Owner,3259,314,4,1512294
Ford,Mondeo,2010,97401,Diesel,Manual,Second Owner,3075,154,4,771904
Toyota,Corolla,2016,20699,Petrol,Manual,Third Owner,3134,260,4,1835801
Hyundai,Sonata,2018,214324,Hybrid,Automatic,Second Owner,3546,237,5,2260895
Mercedes,C200,2024,158517,Petrol,Automatic,Second Owner,2775,333,4,4125468
Volkswagen,Tiguan,2024,22639,Petrol,Automatic,Second Owner,3705,295,7,2463539
Volkswagen,Tiguan,2016,42736,Petrol,Manual,First Owner,3526,266,5,1982932
Hyundai,Elantra,2009,16537,Diesel,Manual,First Owner,1796,284,7,1326529
BMW,X5,2012,116912,Hybrid,Automatic,First Owner,1002,103,4,2758083
Ford,Focus,2016,195641,Diesel,Manual,First Owner,2918,154,7,1628069
Hyundai,Elantra,2010,180483,Diesel,Automatic,Third Owner,3981,260,5,1360738
Mercedes,GLA,2018,170550,Hybrid,Automatic,Third Owner,1637,371,7,3770010
Volkswagen,Polo,2015,64296,Petrol,Automatic,Second Owner,2114,238,7,1803661
Mercedes,E200,2020,18444,Hybrid,Automatic,Second Owner,1436,145,7,3703879
BMW,320,2015,126725,Petrol,Manual,Third Owner,3220,328,5,3314247
Hyundai,Tucson,2020,114914,Hybrid,Automatic,Second Owner,1332,194,4,2001179
Kia,Sportage,2010,208152,Diesel,Manual,Second Owner,2662,291,4,1151748
Hyundai,Sonata,2008,92499,Diesel,Manual,Second Owner,1965,319,5,1347621
Hyundai,Tucson,2014,111251,Diesel,Manual,Second Owner,1996,382,4,1680419
Mercedes,C200,2018,160568,Diesel,Manual,First Owner,1336,112,7,2652499
Toyota,Corolla,2021,134144,Petrol,Manual,First Owner,1008,311,4,1654970
Toyota,Corolla,2017,226139,Diesel,Automatic,Third Owner,3342,114,4,1440587
BMW,X5,2018,31206,Petrol,Manual,First Owner,3516,70,4,3035598
Ford,Focus,2020,221056,Diesel,Manual,Second Owner,3430,219,7,1788795
Ford,Kuga,2010,223051,Hybrid,Automatic,First Owner,1266,306,7,1501088
Ford,Mondeo,2013,173680,Hybrid,Manual,Second Owner,3484,184,7,1319285
Mercedes,C200,2020,228387,Diesel,Manual,Third Owner,2936,301,5,3425414
Kia,Sportage,2017,176308,Hybrid,Automatic,Second Owner,1963,228,7,1725974
Mercedes,C200,2015,125923,Petrol,Manual,First Owner,1325,100,7,2348839
Toyota,Corolla,2011,122681,Petrol,Manual,Third Owner,1300,214,5,945288
Volkswagen,Polo,2015,193387,Diesel,Automatic,Second Owner,1502,399,7,1992191
Volkswagen,Tiguan,2017,190889,Petrol,Automatic,Third Owner,1138,256,4,1158570
Hyundai,Elantra,2019,22316,Petrol,Manual,Second Owner,2595,165,5,2177780
Hyundai,Tucson,2020,210448,Hybrid,Automatic,Second Owner,1544,237,7,2061612
Volkswagen,Polo,2018,244991,Hybrid,Manual,First Owner,1672,198,5,1489303
Toyota,Camry,2018,43841,Petrol,Manual,First Owner,3100,379,5,2216583
Mercedes,C200,2013,114542,Petrol,Manual,Third Owner,2477,245,7,2947799
Mercedes,E200,2008,32419,Diesel,Manual,First Owner,1605,240,7,2754080
Volkswagen,Tiguan,2024,76682,Hybrid,Automatic,Third Owner,3418,383,7,3113618
BMW,X5,2009,124263,Hybrid,Automatic,Third Owner,2869,92,5,2945164
Mercedes,C200,2021,159486,Hybrid,Manual,Second Owner,2709,307,7,3718315
Kia,Rio,2018,223838,Hybrid,Manual,Second Owner,2084,223,7,1592823
Ford,Focus,2015,180225,Hybrid,Automatic,Second Owner,2086,72,7,1359759
BMW,320,2015,220353,Diesel,Manual,Second Owner,1009,290,4,2656407
Toyota,Camry,2021,9284,Hybrid,Automatic,Third Owner,3716,96,5,2498897
Kia,Rio,2017,209387,Petrol,Manual,Second Owner,3296,238,4,1609659
Kia,Cerato,2014,8725,Hybrid,Automatic,First Owner,2346,195,5,1580891
Toyota,Corolla,2012,249077,Hybrid,Automatic,First Owner,3692,219,7,1801531
Mercedes,E200,2013,242490,Diesel,Manual,Third Owner,1671,255,4,2582380
Ford,Mondeo,2017,147165,Hybrid,Manual,First Owner,1637,132,4,1428413
BMW,320,2016,51916,Petrol,Automatic,Second Owner,1497,326,7,3377440
Hyundai,Tucson,2011,131154,Hybrid,Automatic,First Owner,2459,117,5,1617658
BMW,X5,2014,147948,Diesel,Manual,Third Owner,1353,102,4,2504182
BMW,X5,2013,141861,Hybrid,Manual,Second Owner,3586,249,4,3210746
Mercedes,E200,2021,32150,Hybrid,Automatic,First Owner,1686,167,7,3717157
Volkswagen,Polo,2010,200205,Petrol,Automatic,Third Owner,2875,268,5,1255091
Volkswagen,Polo,2014,240921,Petrol,Manual,Second Owner,1770,71,7,454215
Mercedes,C200,2019,175057,Diesel,Automatic,Third Owner,1030,231,5,2937878
Toyota,Corolla,2011,160883,Hybrid,Manual,Third Owner,1556,312,5,1670993
Kia,Cerato,2018,36392,Hybrid,Manual,Third Owner,2298,195,5,2102384
Kia,Sportage,2017,15207,Petrol,Manual,Second Owner,3723,140,7,1804998
Mercedes,E200,2012,78575,Diesel,Automatic,First Owner,3174,256,4,3367714
Hyundai,Sonata,2017,111658,Petrol,Manual,Second Owner,2342,164,7,1465410
Toyota,Corolla,2024,163048,Hybrid,Manual,Second Owner,1464,118,5,1592281
Ford,Mondeo,2018,237890,Petrol,Manual,Third Owner,1869,368,4,1689358
BMW,320,2016,86654,Hybrid,Manual,Third Owner,3248,365,7,3946453
Kia,Sportage,2017,31328,Diesel,Manual,Second Owner,2721,117,7,1601137
